AssemblyAccession	Scientific.Name	taxID
GCF_900660615.1	Malacoplasma iowae	2116
GCF_900660485.1	Mesomycoplasma neurolyticum	2120
GCF_900476175.1	Mycoplasma putrefaciens	2123
GCF_001886855.1	Spiroplasma citri	2133
GCF_009866525.1	Spiroplasma poulsonii	2138
GCF_002795265.1	Spiroplasma clarkii	2139
GCF_004379335.1	Spiroplasma gladiatoris	2143
GCF_002749675.1	Mesoplasma entomophilum	2149
GCF_004319545.1	Desulfobacter hydrogenophilus	2291
GCF_013389365.1	Desulfobacter latus	2292
GCF_000763575.1	Thermoanaerobacter kivui	2325
GCF_007641255.1	Sporomusa termitida	2377
GCF_000767275.2	Fervidobacterium islandicum	2423
GCF_002983865.1	Roseobacter denitrificans	2434
GCF_014502795.1	Heliobacterium chlorum	2698
GCF_009877435.1	Heliomicrobium gestii	2699
GCF_002861965.1	Gardnerella vaginalis	2702
GCF_900637305.1	Cardiobacterium hominis	2718
GCF_003337315.1	Vagococcus fluvialis	2738
GCF_003987495.1	Vagococcus salmoninarum	2739
GCF_900101835.1	Peptococcus niger	2741
GCF_001703555.1	Carnobacterium divergens	2748
GCF_004564725.1	Carnobacterium maltaromaticum	2751
GCF_001757415.1	Synergistes jonesii	2754
GCF_002442515.1	Brochothrix thermosphacta	2756
GCF_903797705.1	Acidovorax facilis	12917
GCF_000317615.1	Dactylococcopsis salina PCC 8305	13035
GCF_003350205.1	Brevundimonas bullata	13160
GCF_006716265.1	Rarobacter faecitabidus	13243
GCF_900460215.1	Suttonella indologenes	13276
GCF_002346025.1	Burkholderia mallei	13373
GCF_014200045.1	Rhizorhapis suberifaciens	13656
GCF_003314795.2	Sphingomonas paucimobilis	13689
GCF_003952825.1	Bifidobacterium pseudocatenulatum	28026
GCF_001941465.1	Corynebacterium flavescens	28028
GCF_000724775.3	Lysinibacillus fusiformis	28031
GCF_001558775.1	Staphylococcus lugdunensis	28035
GCF_000960005.1	Streptococcus mitis	28037
GCF_000710755.1	Saccharopolyspora rectivirgula	28042
GCF_014649775.1	Streptomyces longisporoflavus	28044
GCF_002742165.1	Mycobacterium celatum	28045
GCF_010729895.1	Mycolicibacterium confluentis	28047
GCF_900108125.1	Lachnospira multipara	28051
GCF_900103815.1	Lachnospira pectinoschiza	28052
GCF_009720735.1	Heliobacterium mobile	28064
GCF_002017865.1	Rhodoferax fermentans	28066
GCF_004340905.1	Rubrivivax gelatinosus	28068
GCF_003176875.1	Legionella anisa	28082
GCF_900452515.1	Legionella birminghamensis	28083
GCF_900452415.1	Legionella cincinnatiensis	28085
GCF_002848365.2	Legionella sainthelensi	28087
GCF_900452925.1	Legionella wadsworthii	28088
GCF_000836095.1	Acinetobacter lwoffii	28090
GCF_011058205.1	Acinetobacter lwoffii	28090
GCF_000836095.1	Acinetobacter lwoffii	28090
GCF_011058205.1	Acinetobacter lwoffii	28090
GCF_000836095.1	Acinetobacter lwoffii	28090
GCF_011058205.1	Acinetobacter lwoffii	28090
GCF_000836095.1	Acinetobacter lwoffii	28090
GCF_011058205.1	Acinetobacter lwoffii	28090
GCF_900638685.1	Neisseria weaveri	28091
GCF_902833845.1	Robbsia andropogonis	28092
GCF_007097545.1	Trinickia caryophylli	28094
GCF_902831535.1	Burkholderia gladioli	28095
GCF_015910595.1	Ralstonia syzygii	28097
GCF_003350115.1	Phyllobacterium myrsinacearum	28101
GCF_014189455.1	Mesorhizobium huakuii	28104
GCF_000808635.1	Alteromonas macleodii	28108
GCF_007991255.1	Pseudoalteromonas nigrifaciens	28109
GCF_000833295.1	Francisella philomiragia	28110
GCF_902373795.1	Bacteroides eggerthii	28111
GCF_900096715.1	Tannerella forsythia	28112
GCF_002998535.1	Bacteroides heparinolyticus	28113
GCF_001314995.1	Bacteroides ovatus	28116
GCF_900187175.1	Odoribacter splanchnicus	28118
GCF_002998435.1	Bacteroides zoogleoformans	28119
GCF_900142455.1	Fibrobacter intestinalis	28122
GCF_900454815.1	Porphyromonas endodontalis	28124
GCF_900454855.1	Prevotella buccae	28126
GCF_900454835.1	Prevotella denticola	28129
GCF_900454955.1	Prevotella disiens	28130
GCF_002763715.1	Prevotella intermedia	28131
GCF_900637655.1	Prevotella oris	28135
GCF_003516125.1	Cronobacter sakazakii	28141
GCF_008830365.1	Serratia proteamaculans	28151
GCF_900460525.1	Yersinia kristensenii	28152
GCF_002795405.1	Caviibacterium pharyngocola	28159
GCF_002795425.1	Conservatibacter flavescens	28161
GCF_011090235.1	Vibrio aestuarianus	28171
GCF_009763765.1	Vibrio metschnikovii	28172
GCF_001746755.1	Magnetovibrio blakemorei	28181
GCF_006874765.1	Leptospira weilii	28184
GCF_002302655.1	Capnocytophaga canimorsus	28188
GCF_002302475.1	Capnocytophaga cynodegmi	28189
GCF_011761635.1	Thermonema lapsum	28195
GCF_003201475.1	Chelatococcus asaccharovorans	28210
GCF_002374855.1	Sphingomonas adhaesiva	28212
GCF_900143105.1	Carnobacterium alterfunditum	28230
GCF_900102615.1	Geotoga petraea	28234
GCF_004363305.1	Marinomonas communis	28254
GCF_001720485.1	Cobetia marina	28258
GCF_900475915.1	Arcanobacterium haemolyticum	28264
GCF_003046475.1	Mycoplana dimorpha	28320
GCF_001570605.1	Herbidospora cretacea	28444
GCF_001722345.1	Mycobacterium intermedium	28445
GCF_004006375.1	Komagataeibacter xylinus	28448
GCF_005221305.1	Neisseria subflava	28449
GCF_000756125.1	Burkholderia pseudomallei	28450
GCF_001569395.1	Leptospira alstonii	28452
GCF_900457115.1	Sphingobacterium multivorum	28454
GCF_013340845.1	Hydrogenovibrio marinus	28885
GCF_014649835.1	Streptomyces pilosus	28893
GCF_014649515.1	Streptomyces pilosus	28893
GCF_008704555.1	Streptomyces nitrosporeus	28894
GCF_000747665.1	Thermoanaerobacterium saccharolyticum	28896
GCF_002080395.1	Campylobacter helveticus	28898
GCF_002803295.2	Caedibacter taeniospiralis	28907
GCF_006346395.1	Nocardioides plantarum	29299
GCF_014649575.1	Streptomyces griseoincarnatus	29305
GCF_014656035.1	Streptomyces griseoluteus	29306
GCF_900417275.1	Mycobacterium shimoidei	29313
GCF_010729485.1	Mycolicibacter hiberniae	29314
GCF_014208035.1	Schaalia hyovaginalis	29316
GCF_003208515.1	Paenarthrobacter nicotinovorans	29320
GCF_001643235.1	Domibacillus aminovorans	29332
GCF_002074155.1	Clostridium argentinense	29341
GCF_900108045.1	Caloramator fervidus	29344
GCF_013300945.1	[Clostridium] nexile	29361
GCF_900111595.1	[Clostridium] polysaccharolyticum	29364
GCF_002006345.1	Clostridium puniceum	29367
GCF_900461315.1	Lacrimispora sphenoides	29370
GCF_000371465.1	Clostridium thermobutyricum	29372
GCF_009428905.1	Desulfofundulus thermobenzoicus	29376
GCF_900457375.1	Staphylococcus arlettae	29378
GCF_016028295.1	Staphylococcus auricularis	29379
GCF_003966625.1	Staphylococcus caprae	29380
GCF_014884185.1	Staphylococcus cohnii	29382
GCF_015594485.1	Staphylococcus kloosii	29384
GCF_900635295.1	Staphylococcus saprophyticus	29385
GCF_012277075.1	Streptococcus alactolyticus	29389
GCF_009730315.1	Gemella morbillorum	29391
GCF_003263915.2	Dolosigranulum pigrum	29394
GCF_011761475.1	Saccharococcus thermophilus	29396
GCF_003258805.1	Rhodoplanes elegans	29408
GCF_003258865.1	Rhodoplanes roseus	29409
GCF_008693005.1	Helicobacter canis	29419
GCF_002028545.1	Nitrobacter vulgaris	29421
GCF_001467025.1	Legionella brunensis	29422
GCF_001467925.1	Legionella oakridgensis	29423
GCF_014199985.1	Methylorubrum rhodesianum	29427
GCF_014199935.1	Methylorubrum rhodinum	29428
GCF_014845115.1	Methylorubrum zatmanii	29429
GCF_003323815.1	Acinetobacter haemolyticus	29430
GCF_001636015.1	Moraxella ovis	29433
GCF_001467115.1	Pseudomonas savastanoi	29438
GCF_004342585.1	Paucimonas lemoignei	29443
GCF_009931595.1	Xanthomonas albilineans	29447
GCF_002119845.1	Rhizobium etli	29449
GCF_014198775.1	Rhizobium leucaenae	29450
GCF_900446125.1	Brucella neotomae	29460
GCF_902810435.1	Veillonella parvula	29466
GCF_000740965.1	Pectobacterium atrosepticum	29471
GCF_000834455.1	Yersinia rohdei	29485
GCF_000964565.1	Yersinia ruckeri	29486
GCF_002204205.1	Photorhabdus luminescens	29488
GCF_000687355.2	Aeromonas enteropelogenes	29489
GCF_006364355.1	Vibrio furnissii	29494
GCF_012275065.1	Vibrio navarrensis	29495
GCF_003050125.1	Vibrio splendidus	29497
GCF_002811905.1	Leptospira meyeri	29508
GCF_000825665.2	Borrelia crocidurae	29520
GCF_008016755.1	Brachyspira aalborgi	29522
GCF_014206885.1	Porphyromonas circumdentaria	29524
GCF_900110835.1	Chitinophaga arvensicola	29529
GCF_900142715.1	Flavobacterium pectinovorum	29533
GCF_900142735.1	Flavobacterium saccharophilum	29534
GCF_900114945.1	Flavobacterium succinicans	29536
GCF_900108055.1	Thermoleophilum album	29539
GCF_001887715.1	Syntrophotalea acetylenica	29542
GCF_004361735.1	Azoarcus indigens	29545
GCF_900660745.1	Haploplasma axanthum	29552
GCF_900660515.1	Mycoplasmopsis bovirhinis	29553
GCF_000828855.1	Metamycoplasma canadense	29554
GCF_000988065.1	Mycoplasmopsis canis	29555
GCF_900660495.1	Mycoplasmopsis gallinacea	29556
GCF_004365165.1	Metamycoplasma hyosynoviae	29559
GCF_900660695.1	Mycoplasmopsis meleagridis	29561
GCF_900114545.1	Halanaerobium salsuginis	29563
GCF_900128865.1	Halomonas meridiana	29570
GCF_900142895.1	Halomonas subglaciescola	29571
GCF_007989465.1	Halomonas halophila	29573
GCF_002288025.1	Taylorella equigenitalis	29575
GCF_013372045.1	Janthinobacterium lividum	29581
GCF_007991175.1	Halovibrio variabilis	31910
GCF_900445875.1	Brevibacterium iodinum	31943
GCF_000943515.2	Amycolatopsis orientalis	31958
GCF_900105055.1	Amycolatopsis lurida	31959
GCF_001375595.1	Phenylobacterium immobile	31967
GCF_013267375.1	Achromobacter denitrificans	32002
GCF_002554425.1	Comamonas terrigena	32013
GCF_015731765.1	Cupidesulfovibrio oxamicus	32016
GCF_900112675.1	Acidovorax konjaci	32040
GCF_003966215.1	Deinococcus radiophilus	32062
GCF_002860625.1	Winkia neuii	33007
GCF_003097035.1	Rhodococcus globerulus	33008
GCF_900186975.1	Cutibacterium granulosum	33011
GCF_009739655.1	Clavibacter michiganensis subsp. michiganensis	33013
GCF_003945365.1	Phascolarctobacterium faecium	33025
GCF_002871895.1	Anaerococcus hydrogenalis	33029
GCF_900454665.1	Peptoniphilus indolicus	33030
GCF_900454715.1	Peptoniphilus lacrimalis	33031
GCF_000800295.1	Parvimonas micra	33033
GCF_900445285.1	Anaerococcus prevotii	33034
GCF_014131715.1	Blautia producta	33035
GCF_001546165.1	Anaerococcus tetradius	33036
GCF_003470435.1	[Ruminococcus] torques	33039
GCF_900445535.1	Bartonella doshiae	33044
GCF_001314325.1	Sphingopyxis macrogoltabida	33050
GCF_002863305.1	Neisseria perflava	33053
GCF_001650235.3	Acidithiobacillus caldus	33059
GCF_900184295.1	Pseudomonas viridiflava	33069
GCF_003610015.1	Zymobacter palmae	33074
GCF_000717135.1	Catenuloplanes japonicus	33876
GCF_004216665.1	Agromyces ramosus	33879
GCF_014646995.1	Curtobacterium luteum	33881
GCF_001662775.1	Microbacterium arborescens	33883
GCF_006716815.1	Microbacterium lacticum	33885
GCF_007828845.1	Rathayibacter rathayi	33887
GCF_001641005.1	Rathayibacter tritici	33888
GCF_016027415.1	Brevibacterium casei	33889
GCF_900078675.2	Mycobacterium interjectum	33895
GCF_014650715.1	Streptomyces bluensis	33897
GCF_005280195.1	Streptomyces galbus	33898
GCF_008704575.1	Streptomyces galilaeus	33899
GCF_014138855.1	Streptomyces murinus	33900
GCF_014138905.1	Streptomyces murinus	33900
GCF_014138855.1	Streptomyces murinus	33900
GCF_014138905.1	Streptomyces murinus	33900
GCF_002154555.1	Streptomyces murinus	33900
GCF_002154555.1	Streptomyces murinus	33900
GCF_014138905.1	Streptomyces murinus	33900
GCF_002154555.1	Streptomyces murinus	33900
GCF_014138855.1	Streptomyces murinus	33900
GCF_014138855.1	Streptomyces murinus	33900
GCF_014138905.1	Streptomyces murinus	33900
GCF_014138855.1	Streptomyces murinus	33900
GCF_014138905.1	Streptomyces murinus	33900
GCF_002154555.1	Streptomyces murinus	33900
GCF_002154555.1	Streptomyces murinus	33900
GCF_014138905.1	Streptomyces murinus	33900
GCF_002154555.1	Streptomyces murinus	33900
GCF_014138855.1	Streptomyces murinus	33900
GCF_014138855.1	Streptomyces murinus	33900
GCF_014138905.1	Streptomyces murinus	33900
GCF_014138855.1	Streptomyces murinus	33900
GCF_014138905.1	Streptomyces murinus	33900
GCF_002154555.1	Streptomyces murinus	33900
GCF_002154555.1	Streptomyces murinus	33900
GCF_014138905.1	Streptomyces murinus	33900
GCF_002154555.1	Streptomyces murinus	33900
GCF_014138855.1	Streptomyces murinus	33900
GCF_014654785.1	Streptomyces mashuensis	33904
GCF_002846655.1	Bifidobacterium thermophilum	33905
GCF_002813375.1	Pseudonocardia alni	33907
GCF_006539585.1	Pseudonocardia saturnea	33909
GCF_006539765.1	Microbacterium liquefaciens	33918
GCF_014648515.1	Saccharothrix coeruleofusca	33919
GCF_002272945.1	Mycoplasmopsis agassizii	33922
GCF_009936335.1	Mycoplasmopsis felis	33923
GCF_002250055.1	Sutcliffiella cohnii	33932
GCF_001281525.1	Lysinibacillus macroides	33935
GCF_002243625.1	Aeribacillus pallidus	33936
GCF_002243665.1	Geobacillus thermocatenulatus	33938
GCF_002810005.1	Geobacillus thermodenitrificans	33940
GCF_007855915.1	Geobacillus thermoleovorans	33941
GCF_003660425.1	Kurthia gibsonii	33946
GCF_002156645.1	Lactobacillus johnsonii	33959
GCF_001623425.1	Secundilactobacillus collinoides	33960
GCF_009739535.1	Lentilactobacillus kefiri	33962
GCF_007954785.1	Leuconostoc citreum	33964
GCF_003966875.1	Melissococcus plutonius	33970
GCF_001700325.1	Caryophanon latum	33977
GCF_001700315.1	Caryophanon tenue	33978
GCF_003752415.1	Luteococcus japonicus	33984
GCF_007828635.1	Gluconacetobacter diazotrophicus	33996
GCF_900110285.1	Paracoccus alcaliphilus	34002
GCF_900005615.1	Paracoccus aminovorans	34004
GCF_900156255.1	Paracoccus thiocyanatus	34006
GCF_003386575.1	Paracoccus versutus	34007
GCF_003201955.1	Blastomonas natatoria	34015
GCF_014197785.1	Rhodobium orientis	34017
GCF_014197805.1	Rhodospirillum centenum	34018
GCF_900156155.1	Aromatoleum tolulyticum	34027
GCF_900453305.1	Moraxella atlantae	34059
GCF_900453175.1	Moraxella caviae	34060
GCF_900637105.1	Moraxella cuniculi	34061
GCF_001553955.1	Moraxella osloensis	34062
GCF_900103515.1	Pedobacter antarcticus	34086
GCF_003054045.1	Sphingobacterium faecium	34087
GCF_900099615.1	Borreliella japonica	34095
GCF_900112165.1	Brevinema andersonii	34097
GCF_014873855.1	Sporosarcina limicola	34101
GCF_013394805.1	Mogibacterium timidum	35519
GCF_014649995.1	Streptomyces griseoflavus	35619
GCF_001418415.1	Streptomyces hirsutus	35620
GCF_009208535.1	Streptomyces mobaraensis	35621
GCF_900099985.1	Thermostaphylospora chromogena	35622
GCF_900444665.1	Acholeplasma oculi	35623
GCF_004341395.1	Heliophilum fasciatum	35700
GCF_900079795.1	Citrobacter amalonaticus	35703
GCF_900113015.1	Actinoplanes philippinensis	35752
GCF_000716715.1	Dactylosporangium aurantiacum	35754
GCF_000980835.1	Corynebacterium kutscheri	35755
GCF_900447205.1	Corynebacterium pilosum	35756
GCF_900187295.1	Corynebacterium cystitidis	35757
GCF_002761235.1	Bifidobacterium choerinum	35760
GCF_001696485.1	Planobispora rosea	35762
GCF_009687845.1	Acrocarpospora corrugata	35763
GCF_003011965.1	Streptosporangium nondiastaticum	35764
GCF_014648055.1	Streptosporangium pseudovulgare	35765
GCF_009428965.1	Limosilactobacillus pontis	35787
GCF_002356735.1	Rickettsia japonica	35790
GCF_004345735.1	Rhodovulum adriaticum	35804
GCF_004342445.1	Rhodovulum euryhalinum	35805
GCF_001633145.1	Rhodovulum sulfidophilum	35806
GCF_014195675.1	Erythrobacter ramosus	35811
GCF_009627355.1	Bordetella holmesii	35814
GCF_001283065.1	Helicobacter heilmannii	35817
GCF_001698615.1	Helicobacter pullorum	35818
GCF_900215655.1	Hydrogenobacter hydrogenophilus	35835
GCF_003096215.1	Caldibacillus thermoamylovorans	35841
GCF_001974985.1	Microbacterium aurum	36805
GCF_004794085.1	Microbacterium laevaniformans	36807
GCF_003932295.1	Corynebacterium bovis	36808
GCF_001606295.1	Mycobacteroides abscessus	36809
GCF_010722915.1	Mycolicibacterium agri	36811
GCF_010725725.1	Mycolicibacterium pulveris	36813
GCF_002086695.1	Mycolicibacterium rhodesiae	36814
GCF_014205255.1	Streptomyces caelestis	36816
GCF_008704535.1	Streptomyces subrutilus	36818
GCF_014070455.1	Gordonia rubripertincta	36822
GCF_012396255.1	Gordonia sputi	36823
GCF_015547475.1	Clostridium celatum	36834
GCF_002006215.1	Clostridium felsineum	36839
GCF_002006235.1	Clostridium felsineum	36839
GCF_900167445.1	Maledivibacter halophilus	36842
GCF_900113195.1	Clostridium homopropionicum	36844
GCF_001571775.1	Anaerotignum neopropionicum	36847
GCF_001317355.1	Oxobacter pfennigii	36849
GCF_001651875.1	Sinorhizobium saheli	36856
GCF_008801845.1	Ideonella dechloratans	36863
GCF_900638305.1	Porphyromonas cangingivalis	36874
GCF_000765975.1	Porphyromonas canoris	36875
GCF_002209125.2	Nocardia brasiliensis	37326
GCF_000717405.1	Nocardia carnea	37328
GCF_002933575.1	Nocardia nova	37330
GCF_002356035.1	Nocardia seriolae	37332
GCF_014203315.1	Nocardia transvalensis	37333
GCF_012584515.1	Polaromonas vacuolata	37448
GCF_014650395.1	Streptomyces pluricolorescens	37480
GCF_004343255.1	Laceyella sacchari	37482
GCF_900107645.1	Desulfuromusa kysingii	37625
GCF_013409345.1	Kineococcus aurantiacus	37633
GCF_003959625.1	Thermus scotoductus	37636
GCF_900112775.1	Anaeromicropila populeti	37658
GCF_014212415.1	Clostridium algidicarnis	37659
GCF_000832125.1	Flavobacterium hibernum	37752
GCF_009806365.1	Dietzia maris	37915
GCF_003626495.1	Rhodococcus opacus	37919
GCF_900631605.1	Arthrobacter agilis	37921
GCF_016028855.1	Rothia kristinae	37923
GCF_006539205.1	Sinomonas atrocyanea	37927
GCF_002849715.1	Arthrobacter crystallopoietes	37928
GCF_003687415.1	Glutamicibacter nicotianae	37929
GCF_014647495.1	Glutamicibacter protophormiae	37930
GCF_004028095.1	Paenarthrobacter ureafaciens	37931
GCF_900477975.1	Corynebacterium jeikeium	38289
GCF_003688935.1	Corynebacterium macginleyi	38290
GCF_014525015.1	Photobacterium damselae	38293
GCF_001278075.1	Streptomyces pristinaespiralis	38300
GCF_900478045.1	Corynebacterium minutissimum	38301
GCF_900103625.1	Corynebacterium mycetoides	38302
GCF_013408445.1	Corynebacterium tuberculostearicum	38304
GCF_002723935.1	Gluconobacter cerinus	38307
GCF_002723955.1	Gluconobacter frateurii	38308
GCF_900478115.1	Rhodococcus coprophilus	38310
GCF_008011915.1	Rhodococcus rhodnii	38312
GCF_009730655.1	Shewanella algae	38313
GCF_001291465.1	Bartonella henselae	38323
GCF_900221005.1	Blastococcus aggregatus	38502
GCF_900111775.1	Desulfuromonas acetexigens	38815
GCF_002009555.1	Heyndrickxia oleronia	38875
GCF_001913815.1	Megasphaera cerevisiae	39029
GCF_001855385.1	Andreesenia angusta	39480
GCF_002749945.1	Clostridium combesii	39481
GCF_902375555.1	Faecalicatena contorta	39482
GCF_002161475.1	Faecalitalea cylindroides	39483
GCF_003468475.1	Anaerobutyricum hallii	39488
GCF_001406295.1	Eubacterium ramulus	39490
GCF_009295725.1	Clostridium tarantellae	39493
GCF_900167115.1	Eubacterium uniforme	39495
GCF_015559235.1	Eubacterium ventriosum	39496
GCF_002268635.1	Cellvibrio mixtus	39650
GCF_000612725.1	Mycolicibacterium austroafricanum	39687
GCF_010726645.1	Mycolicibacterium duvalii	39688
GCF_010726765.1	Mycobacterium gallinarum	39689
GCF_010726085.1	Mycolicibacterium moriokaense	39691
GCF_010725485.1	Mycolicibacterium parafortuitum	39692
GCF_900289185.1	Mycolicibacterium porcinum	39693
GCF_010728325.1	Mycolicibacterium poriferae	39694
GCF_010725885.1	Mycolicibacterium tokaiense	39695
GCF_000733855.1	Methylomicrobium agile	39774
GCF_902375065.1	Veillonella atypica	39777
GCF_900637515.1	Veillonella dispar	39778
GCF_900114975.1	Thermodesulforhabdus norvegica	39841
GCF_007830515.1	Mesorhizobium tianshanense	39844
GCF_003570845.1	Dialister pneumosintes	39950
